",""a"",""unlist.b."",""unlist.c."",""unlist.d."",""Freq"",""anio"",""codigo"""
"2101,""Temuco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",340,""2017"",9101"
"2102,""Temuco"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",85,""2017"",9101"
"2103,""Temuco"",""Otra razón"",""Mapuche"",""Hombre"",85,""2017"",9101"
"2104,""Temuco"",""Estudiante"",""Mapuche"",""Mujer"",77,""2017"",9101"
"2105,""Temuco"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Mujer"",186,""2017"",9101"
"2106,""Temuco"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",115,""2017"",9101"
"2107,""Temuco"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",9101"
"2108,""Temuco"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",69,""2017"",9101"
"2109,""Temuco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",226,""2017"",9101"
"2110,""Temuco"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",94,""2017"",9101"
"2111,""Temuco"",""Quehaceres del hogar"",""Mapuche"",""Hombre"",78,""2017"",9101"
"2112,""Temuco"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",96,""2017"",9101"
"2113,""Temuco"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",170,""2017"",9101"
"2114,""Temuco"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Hombre"",69,""2017"",9101"
"2115,""Temuco"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Hombre"",77,""2017"",9101"
"2116,""Temuco"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",156,""2017"",9101"
"2117,""Temuco"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",136,""2017"",9101"
"2118,""Temuco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",82,""2017"",9101"
"2119,""Temuco"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",9101"
"2120,""Temuco"",""Las reglas, horarios y distancias de los trabajos no le acom"",""Mapuche"",""Mujer"",77,""2017"",9101"
"2121,""Temuco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",772,""2017"",9101"
"2122,""Temuco"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",93,""2017"",9101"
"2123,""Temuco"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",57,""2017"",9101"
"2124,""Temuco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",795,""2017"",9101"
"2125,""Temuco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",284,""2017"",9101"
"2126,""Teno"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",34,""2017"",7308"
"2127,""Teno"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",7308"
"2128,""Teno"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",7308"
"2129,""Teno"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",7308"
"2130,""Teodoro Schmidt"",""Otra razón"",""Mapuche"",""Mujer"",62,""2017"",9117"
"2131,""Teodoro Schmidt"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",62,""2017"",9117"
"2132,""Teodoro Schmidt"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",62,""2017"",9117"
"2133,""Teodoro Schmidt"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",9117"
"2134,""Teodoro Schmidt"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",67,""2017"",9117"
"2135,""Teodoro Schmidt"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",9117"
"2136,""Tierra Amarilla"",""Estudiante"",""Collas"",""Mujer"",75,""2017"",3103"
"2137,""Tierra Amarilla"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",130,""2017"",3103"
"2138,""Tierra Amarilla"",""Quehaceres del hogar"",""Collas"",""Mujer"",55,""2017"",3103"
"2139,""Tierra Amarilla"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",125,""2017"",3103"
"2140,""Tiltil"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",133,""2017"",13303"
"2141,""Tiltil"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",36,""2017"",13303"
"2142,""Tirúa"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",78,""2017"",8207"
"2143,""Tirúa"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",78,""2017"",8207"
"2144,""Tirúa"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",55,""2017"",8207"
"2145,""Tirúa"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",40,""2017"",8207"
"2146,""Tirúa"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",8207"
"2147,""Tirúa"",""Estudiante"",""Mapuche"",""Hombre"",38,""2017"",8207"
"2148,""Tocopilla"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",49,""2017"",2301"
"2149,""Tocopilla"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",197,""2017"",2301"
"2150,""Toltén"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",18,""2017"",9118"
"2151,""Toltén"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",61,""2017"",9118"
"2152,""Tomé"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",66,""2017"",8111"
"2153,""Tomé"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",199,""2017"",8111"
"2154,""Tomé"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",312,""2017"",8111"
"2155,""Traiguén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",48,""2017"",9210"
"2156,""Traiguén"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",43,""2017"",9210"
"2157,""Traiguén"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",109,""2017"",9210"
"2158,""Traiguén"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",48,""2017"",9210"
"2159,""Traiguén"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",43,""2017"",9210"
"2160,""Traiguén"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",18,""2017"",9210"
"2161,""Treguaco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",28,""2017"",16207"
"2162,""Treguaco"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",21,""2017"",16207"
"2163,""Tucapel"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",31,""2017"",8312"
"2164,""Tucapel"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",113,""2017"",8312"
"2165,""Tucapel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",222,""2017"",8312"
"2166,""Tucapel"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",82,""2017"",8312"
"2167,""Tucapel"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",115,""2017"",8312"
"2168,""Tucapel"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",342,""2017"",8312"
"2169,""Tucapel"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",113,""2017"",8312"
"2170,""Tucapel"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",82,""2017"",8312"
"2171,""Tucapel"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",233,""2017"",8312"
"2172,""Tucapel"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",206,""2017"",8312"
"2173,""Tucapel"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",58,""2017"",8312"
"2174,""Valdivia"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",227,""2017"",14101"
"2175,""Valdivia"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",14101"
"2176,""Valdivia"",""Estudiante"",""Mapuche"",""Hombre"",30,""2017"",14101"
"2177,""Valdivia"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",94,""2017"",14101"
"2178,""Valdivia"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",35,""2017"",14101"
"2179,""Valdivia"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",19,""2017"",14101"
"2180,""Valdivia"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",19,""2017"",14101"
"2181,""Valdivia"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",60,""2017"",14101"
"2182,""Valdivia"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",618,""2017"",14101"
"2183,""Valdivia"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",494,""2017"",14101"
"2184,""Valdivia"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",34,""2017"",14101"
"2185,""Valdivia"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",50,""2017"",14101"
"2186,""Valdivia"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",45,""2017"",14101"
"2187,""Valdivia"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",118,""2017"",14101"
"2188,""Valdivia"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",30,""2017"",14101"
"2189,""Valdivia"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",982,""2017"",14101"
"2190,""Valdivia"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",110,""2017"",14101"
"2191,""Valdivia"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",26,""2017"",14101"
"2192,""Valdivia"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",14101"
"2193,""Valdivia"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",28,""2017"",14101"
"2194,""Valdivia"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",213,""2017"",14101"
"2195,""Valdivia"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",58,""2017"",14101"
"2196,""Vallenar"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",43,""2017"",3301"
"2197,""Vallenar"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",24,""2017"",3301"
"2198,""Vallenar"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",33,""2017"",3301"
"2199,""Vallenar"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",63,""2017"",3301"
"2200,""Vallenar"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",33,""2017"",3301"
"2201,""Vallenar"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",122,""2017"",3301"
"2202,""Vallenar"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",33,""2017"",3301"
"2203,""Valparaíso"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",2472,""2017"",5101"
"2204,""Valparaíso"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Hombre"",215,""2017"",5101"
"2205,""Valparaíso"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",241,""2017"",5101"
"2206,""Valparaíso"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",140,""2017"",5101"
"2207,""Valparaíso"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",387,""2017"",5101"
"2208,""Valparaíso"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",109,""2017"",5101"
"2209,""Valparaíso"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",1640,""2017"",5101"
"2210,""Valparaíso"",""Quehaceres del hogar"",""No sabe/no responde"",""Mujer"",68,""2017"",5101"
"2211,""Valparaíso"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",2401,""2017"",5101"
"2212,""Valparaíso"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",301,""2017"",5101"
"2213,""Valparaíso"",""Ofrecen sueldos muy bajos"",""No pertenece a ningún pueblo indígena"",""Mujer"",201,""2017"",5101"
"2214,""Valparaíso"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",236,""2017"",5101"
"2215,""Valparaíso"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",2482,""2017"",5101"
"2216,""Valparaíso"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",76,""2017"",5101"
"2217,""Valparaíso"",""No tiene interés en trabajar"",""Mapuche"",""Hombre"",194,""2017"",5101"
"2218,""Valparaíso"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",117,""2017"",5101"
"2219,""Valparaíso"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Hombre"",74,""2017"",5101"
"2220,""Valparaíso"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",395,""2017"",5101"
"2221,""Valparaíso"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",641,""2017"",5101"
"2222,""Valparaíso"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",218,""2017"",5101"
"2223,""Valparaíso"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Hombre"",109,""2017"",5101"
"2224,""Valparaíso"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",688,""2017"",5101"
"2225,""Valparaíso"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",107,""2017"",5101"
"2226,""Valparaíso"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",2076,""2017"",5101"
"2227,""Vichuquén"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",9,""2017"",7309"
"2228,""Vichuquén"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",82,""2017"",7309"
"2229,""Vichuquén"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",41,""2017"",7309"
"2230,""Vichuquén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",41,""2017"",7309"
"2231,""Vichuquén"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Hombre"",82,""2017"",7309"
"2232,""Vichuquén"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",41,""2017"",7309"
"2233,""Vichuquén"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",41,""2017"",7309"
"2234,""Vichuquén"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",173,""2017"",7309"
"2235,""Vichuquén"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",85,""2017"",7309"
"2236,""Victoria"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",43,""2017"",9211"
"2237,""Victoria"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",92,""2017"",9211"
"2238,""Victoria"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",60,""2017"",9211"
"2239,""Victoria"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",40,""2017"",9211"
"2240,""Victoria"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",98,""2017"",9211"
"2241,""Victoria"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",40,""2017"",9211"
"2242,""Victoria"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",9211"
"2243,""Victoria"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",90,""2017"",9211"
